G_Assignment_Layered.R_Assignment_LCW.Grouping_Greedy,44.97,0.298496
G_Assignment_Layered.R_Assignment_LCW.Grouping_Random,47.96,0.397995
G_Assignment_Layered.R_Assignment_LSP.Grouping_Greedy,44.98,0.198997
G_Assignment_Layered.R_Assignment_LSP.Grouping_Random,47.96,0.397995
G_Assignment_Layered.R_Assignment_Random.Grouping_Greedy,45.96,0.397995
G_Assignment_Layered.R_Assignment_Random.Grouping_Random,47.96,0.397995
G_Assignment_Random.R_Assignment_LCW.Grouping_Greedy,43.01,0.0994987
G_Assignment_Random.R_Assignment_LCW.Grouping_Random,45.01,0.0994987
G_Assignment_Random.R_Assignment_LSP.Grouping_Greedy,43.02,0.198997
G_Assignment_Random.R_Assignment_LSP.Grouping_Random,45.01,0.0994987
G_Assignment_Random.R_Assignment_Random.Grouping_Greedy,42.02,0.198997
G_Assignment_Random.R_Assignment_Random.Grouping_Random,45.01,0.0994987
G_Assignment_Simple.R_Assignment_LCW.Grouping_Greedy,44,0
G_Assignment_Simple.R_Assignment_LCW.Grouping_Random,45.98,0.198997
G_Assignment_Simple.R_Assignment_LSP.Grouping_Greedy,44,0
G_Assignment_Simple.R_Assignment_LSP.Grouping_Random,45.98,0.198997
G_Assignment_Simple.R_Assignment_Random.Grouping_Greedy,44,0
G_Assignment_Simple.R_Assignment_Random.Grouping_Random,45.98,0.198997
R_Assignment_LCW.G_Assignment_Layered.Grouping_Greedy,44.98,0.198997
R_Assignment_LCW.G_Assignment_Layered.Grouping_Random,45.02,0.198997
R_Assignment_LCW.G_Assignment_Random.Grouping_Greedy,42.01,0.0994987
R_Assignment_LCW.G_Assignment_Random.Grouping_Random,43.02,0.198997
R_Assignment_LCW.G_Assignment_Simple.Grouping_Greedy,43.97,0.298496
R_Assignment_LCW.G_Assignment_Simple.Grouping_Random,45,0
R_Assignment_LSP.G_Assignment_Layered.Grouping_Greedy,44.01,0.0994987
R_Assignment_LSP.G_Assignment_Layered.Grouping_Random,45.99,0.0994987
R_Assignment_LSP.G_Assignment_Random.Grouping_Greedy,43.01,0.0994987
R_Assignment_LSP.G_Assignment_Random.Grouping_Random,44.99,0.0994987
R_Assignment_LSP.G_Assignment_Simple.Grouping_Greedy,42.99,0.0994987
R_Assignment_LSP.G_Assignment_Simple.Grouping_Random,44.01,0.0994987
R_Assignment_Random.G_Assignment_Layered.Grouping_Greedy,45,0
R_Assignment_Random.G_Assignment_Layered.Grouping_Random,48,0
R_Assignment_Random.G_Assignment_Random.Grouping_Greedy,43,0
R_Assignment_Random.G_Assignment_Random.Grouping_Random,45.01,0.0994987
R_Assignment_Random.G_Assignment_Simple.Grouping_Greedy,42,0
R_Assignment_Random.G_Assignment_Simple.Grouping_Random,45,0
